公司代碼,公司名稱,公司類別(大),公司類別(小),公司人數,公司資本額
1a2x6bkvhu,台灣資料科學股份有限公司,電腦系統整合服務業,數據分析之大型系統整合商,65人,1億2000萬元
1a2x6bkbyd,鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,精密儀器相關製造業,精密零組件、3C周邊、消費性電子產品製造業,暫不提供,1000億
1a2x6blc72,好域股份有限公司,不動產經營業,Happ. 好域集團是以空間創造美好體驗的台灣新創公司。 旗下空間服務品牌有「Pickone挑場地」、「小樹屋」等。,50人,1700萬元
wc02ok0,拓霖企業股份有限公司,綜合商品批發代理業,德國BWT倍世淨水及其他德國品牌設備總代理商,200人,4000萬元
1a2x6bl0bo,美黛兒美容材料股份有限公司,美容╱美體業,美容╱美體業,暫不提供,暫不提供
1a2x6bkzym,台灣現觀股份有限公司,電腦軟體服務業,大數據分析、無線通訊核心軟體技術,110人,5000萬元
5n3dx3k,宗達通運股份有限公司,報關業,報關業,100人,4000萬元
1a2x6bl3ck,帝赫有限公司,其他投資理財相關業,其他投資理財相關業,30人,200萬元
at41hao,裕融企業股份有限公司,其他汽機車相關業,新車/中古車分期付款或原車融資；商品分期、設備租賃服務。,600人,40億
1a2x6biij5,盟諭股份有限公司,綜合商品批發代理業,綜合商品批發代理業,暫不提供,暫不提供
12sktyow,國泰世紀產物保險股份有限公司,產物保險業,產物保險業,2000人,32億205萬元
1a2x6bj5xn,頂尖生技顧問股份有限公司,工商顧問服務業,臨床試驗受託研究機構(CRO),30人,1425萬元
1a2x6blas4,快思股份有限公司,電腦軟體服務業,電腦軟體服務業,10人,100萬元
14zmo70w,捷鵬國際股份有限公司,電腦軟體服務業,金融服務業,62人,3000萬元
5ogimpk,優貝克科技股份有限公司,半導體製造業,半導體相關業,300人,暫不提供
10vcwn74,動力安全資訊股份有限公司,電腦系統整合服務業,資訊安全、網路暨系統整合服務,200人,1億2000萬元
1a2x6bkss0,信永中和聯合會計師事務所,會計服務業,會計服務業,110人,暫不提供
1ya9lb4,三民書局股份有限公司,書籍出版業,圖書出版商,500人,4500萬元
1a2x6bjjhc,大數據股份有限公司,其它軟體及網路相關業,數據分析、網路應用、軟體開發、媒體經營、數位內容行銷,50人,4300萬元
d2o8mkg,台灣本田汽車股份有限公司,汽車及其零件製造業,汽車及其零件製造業,850人,35億8000萬元
10txtsw8,凱信國際行銷有限公司,書籍出版業,書籍出版,200人,1500萬元
1a2x6bl5di,浪Live_旭瑞文化傳媒股份有限公司,數位內容產業,資訊軟體/數位內容,200人,1億5000萬元
e635uy8,沛華實業股份有限公司,貨運承攬業,運輸物流倉儲服務業/進出口貨物承攬，安排海空運送及船務代理、貨櫃租賃、航貿週刊發行，海事法律諮詢等,1300人,3500萬元
1a2x6bift9,蘋果瘋創意行銷有限公司,其他零售業,專業 Apple 相關服務,14人,50萬元
o8fu6n4,百容電子股份有限公司,其他電子零組件相關業,B01 電子零件相關業,550人,13億4000萬元
1a2x6bl31x,和家工程檢測有限公司,其他營造業,建築物專業驗屋檢測服務,暫不提供,10萬元
o9eo5e0,中源機電顧問股份有限公司,空調水機電工程業,空調水機電工程業,97人,2億
15ajuceo,德大機械股份有限公司,金屬加工用機械製造修配業,自動換刀機構製造與銷售服務,200人,1200萬元
1a2x6blas4,快思股份有限公司,電腦軟體服務業,電腦軟體服務業,10人,100萬元
wedfsi0,州巧科技股份有限公司,精密儀器相關製造業,製造業,1250人,9億28萬元
1j6l5a8,泰安產物保險股份有限公司,產物保險業,產物保險業,945人,29億7412萬元
1a2x6biu0d,通寶企業社,其他商品批發業,電子商務/網路零售/網路購物/網際網路相關業/海外銷售,暫不提供,100萬元
1a2x6bjenp,萬達康股份有限公司,綜合商品批發代理業,綜合商品批發代理業,暫不提供,7000萬元
b60opuo,旺世達科技股份有限公司,其他半導體相關業,其他半導體相關業,暫不提供,暫不提供
gqqk3sg,開南大學,大專校院教育事業,F-1學校及文教機構,450人,8億
12xsr2o8,定揚科技股份有限公司,其他電信及通訊相關業,網路通訊業,100人,2億
1a2x6bkhjc,智恆創新有限公司,電腦系統整合服務業,電腦系統整合服務業,暫不提供,200萬元
auxx12g,華碩電腦股份有限公司,電腦及其週邊設備製造業,消費性電子產業,暫不提供,370億
7m09ntk,皆展有限公司,綜合商品批發代理業,農業設施建築及農業資材批發買賣,30人,暫不提供
r63y1bs,延陵實業股份有限公司,紡織成衣業,紡織成衣相關業,250人,1億
1a2x6bjdks,伊加伊有限公司,網際網路相關業,聯誼活動舉辦.交友網路平台,28人,350萬元
1a2x6blcf9,大泳能源科技有限公司,光電產業,光電產業,暫不提供,暫不提供
dcpsm6o,元太數位科技有限公司,電腦軟體服務業,軟體系統開發與資訊應用服務,17人,500萬元
1120etcg,誠開股份有限公司,其他機械製造修配業,"鍋爐機械設備,車機,慣導設備,氣象設備代理銷售及相關系統工程承攬",40人,暫不提供
bjoi8rs,自助家遊學網_自助家有限公司,其他教育服務業,遊學留學網,15人,200萬元
1a2x6bkpc1,兆陽智慧科技股份有限公司,機車及其零件製造業,電動機車研發,暫不提供,暫不提供
13t0kwxc,杏一醫療用品股份有限公司,其他醫療保健服務業,醫療用品、健保藥局連鎖服務業,1600人,3億308萬元
1a2x6bkdgd,世紀離岸風電設備股份有限公司,其他相關製造業,離岸風電水下基礎,暫不提供,10億
wcyy300,碩方科技股份有限公司,多媒體相關業,廣播電視製播設備  影音平台 新媒體科技 數位內容 資訊科技 系統研發整合,28人,暫不提供
10rgkbpk,美商奧崴國際股份有限公司台灣分公司,綜合商品批發代理業,運動鞋材料與包裝買賣,150人,暫不提供
12sktyow,國泰世紀產物保險股份有限公司,產物保險業,產物保險業,2000人,32億205萬元
526h9co,大同鋁業股份有限公司,其他金屬相關製造業,金屬原料及金屬加工業,240人,6億
1a2x6bkom4,晶新資訊股份有限公司,其它軟體及網路相關業,其它軟體及網路相關業,11人,2000萬元
xvgexi0,伊頓飛瑞慕品股份有限公司,電力機械器材製造修配業,工業製造業、電氣及橡膠塑料製品,600人,64億96萬元
1a2x6bl31x,和家工程檢測有限公司,其他營造業,建築物專業驗屋檢測服務,暫不提供,10萬元
130l2f5s,瑞軒科技股份有限公司,消費性電子產品製造業,電子相關製造業,2400人,81億
1a2x6bl620,國立清華大學_智慧製造與循環經濟研究中心,大專校院教育事業,大專校院教育事業,暫不提供,暫不提供
au6siqw,龍騰文化事業股份有限公司,書籍出版業,文化圖書出版業,320人,1億1000萬元
7q9m5h4,哈瑪星科技股份有限公司,電腦軟體服務業,資訊軟體服務業,130人,1億
1a2x6bjl94,巨彩興業有限公司,綜合商品批發代理業,綜合商品批發代理業,30人,暫不提供
1a2x6blf02,旺德賽斯科技股份有限公司,電腦軟體服務業,資訊軟體服務業,暫不提供,3000萬元
20fvmyg,強宇企業股份有限公司,光學器材製造業,眼鏡製造業,110人,3700萬元
1a2x6bk41v,凱各實業有限公司,美容／美體業,美容/美體業,100人,暫不提供
1a2x6bko5i,百分百寵物生活館_百分百寵物企業社,寵物相關服務業,寵物相關服務業,30人,暫不提供
1a2x6bl7cy,龍昇企業社,工商顧問服務業,工商顧問服務業,暫不提供,暫不提供
1a2x6bj1ko,一路通有限公司,工商顧問服務業,工商顧問服務業,150人,暫不提供
r8ymfjk,璋釔鋼鐵廠股份有限公司,鋼鐵基本工業,鋼鐵裁剪業,100人,12億364萬元
1a2x6ble16,天欣綠能開發有限公司,工商顧問服務業,工商顧問服務業,暫不提供,暫不提供
1a2x6bkix3,圓一國際有限公司,電子通訊╱電腦週邊零售業,專營 3C 電子商務/通訊業平台通路/國際貿易之經營,12人,680萬元
7d6e2oo,朋億股份有限公司,其他半導體相關業,半導體製造/工程服務業,160人,5億
16aqxswo,私立高名文理短期補習班,補習班,學校及文教機構,600人,6000萬元
13n89u3s,鉅展事業有限公司,綜合商品批發代理業,售後汽車零配件外銷貿易,55人,1億500萬元
1a2x6bjuam,正璽顧問有限公司,工商顧問服務業,工商顧問服務業,30人,200萬元
at41hao,裕融企業股份有限公司,其他汽機車相關業,新車/中古車分期付款或原車融資；商品分期、設備租賃服務。,600人,40億
nmvg594,"俊華電子企業股份有限公司(ENFORCER, SECO-LARM)",消費性電子產品製造業,安防器材：家用/商用/車用,55人,6500萬元
1303ngy0,藝珂人事顧問股份有限公司,人力仲介代徵,獵才服務、人力派遣與顧問諮詢,暫不提供,3366萬元
1a2x6biqth,台南電池有限公司,汽機車及其零配件用品╱批發業,汽機車及其零配件用品╱批發業,22人,300萬元
1a2x6bl5r6,英僑實業有限公司,文教╱育樂用品批發業,"休閒運動用品, 運動玩具類, 智能運動用品",15人,1000萬元
13oju9hc,皇翔建設股份有限公司,建築工程業,營建業,暫不提供,32億7734萬元
1a2x6bk977,思納捷科技股份有限公司,電腦軟體服務業,資訊軟體服務業,40人,1億579萬元
5ys1hb4,全球連鎖大藥局_環球生活事業股份有限公司,藥品／化妝品及清潔用品零售業,連鎖藥妝店,130人,5500萬元
1a2x6bi7fu,采義科技有限公司,電腦系統整合服務業,電腦軟體服務業,暫不提供,800萬元
1a2x6bk2qm,凱亞國際有限公司,建材╱傢俱批發業,建材/傢俱批發業,暫不提供,暫不提供
mcxweso,尚行美皮膚專科診所,診所,醫學美容集團;旗下擁有醫學;美容;整型外科;鼻中心及醫美級保養品牌等事業,60人,暫不提供
1a2x6bk977,思納捷科技股份有限公司,電腦軟體服務業,資訊軟體服務業,40人,1億579萬元
18opvpns,聯安保全股份有限公司,保全樓管相關業,大樓管理保全相關業,3000人,1億
1a2x6bl4x6,超賀健康科技股份有限公司,其他相關製造業,空氣濾網耗材之開發與製造業,暫不提供,2500萬元
1a2x6bjgru,渥得室內裝修有限公司,建物裝修及裝潢業,木作工程 室內裝修 建材開發及銷售,15人,300萬元
onw9tj4,緯穎科技服務股份有限公司,電腦及其週邊設備製造業,資訊服務,2000人,17億
wg7xxjk,福祿貝爾文教事業股份有限公司,其他教育服務業,F-1學校及文教機構,暫不提供,暫不提供
1a2x6bkde4,上賀太陽能有限公司,電力供應業,電力供應,暫不提供,50萬元
afkajds,巨佳營造工程股份有限公司,建築工程業,綜理營建工程施工及管理等整體性工作,暫不提供,1億
111yqkd4,裕富數位資融股份有限公司,汽車及其零件製造業,其他金融及輔助業，機車、重型機車、各項商品分期服務,190人,15億
1a2x6bivqc,力佳綠能生技有限公司,農╱畜╱水產品批發業,農╱畜╱水產品批發業,暫不提供,暫不提供
1a2x6bkrpw,碩達系統股份有限公司,電腦軟體服務業,電腦軟體服務業,20人,5188萬元
1a2x6bka35,三維人股份有限公司,網際網路相關業,專注於「智慧出行」的B2B、IoT、軟體公司！,16人,400萬元
onw9tj4,緯穎科技服務股份有限公司,電腦及其週邊設備製造業,資訊服務,2000人,17億
1520095s,豐邑建設股份有限公司,建築工程業,建設/營造業,200人,4億9000萬元
at5agw8,FOCUS時尚流行館_高青開發股份有限公司,百貨相關業,百貨零售相關業   文創通路平台   文創商品開發,100人,3億5300萬元
1a2x6bl8ku,來錢快股份有限公司,電腦系統整合服務業,電腦系統整合服務,暫不提供,1000萬元
wf0uhow,安碁資訊股份有限公司,網際網路相關業,資訊安全顧問與技術服務,230人,1億6666萬元
qpz4tug,全興工業股份有限公司,汽車及其零件製造業,汽機車零件、座椅、內裝部品相關業,840人,12億
10rpwic0,東元資融股份有限公司,其他金融及輔助業,金融服務業、汽機車輛,140人,3億
1ffm44o,旺旺友聯產物保險股份有限公司,產物保險業,產物保險業,1000人,20億
d6gs5o8,和碩集團_和碩聯合科技股份有限公司,電腦及其週邊設備製造業,電腦及其週邊設備製造業,6000人,220億
1a2x6bksif,智鈦星平台服務有限公司,工商顧問服務業,線上平台服務/國際平台諮詢,80人,暫不提供
5vx0fug,睿普工程股份有限公司,環境衛生及污染防治服務業,製程系統整合、環保及公共衛生相關業,100人,7140萬元
6gtahjs,立川電梯_立川機電工業有限公司,電力機械器材製造修配業,電梯業,40人,6000萬元
1a2x6bk4wo,立亨網絡服務有限公司,工商顧問服務業,顧問諮詢、技術服務、客戶服務,100人,暫不提供
1a2x6bksif,智鈦星平台服務有限公司,工商顧問服務業,線上平台服務/國際平台諮詢,80人,暫不提供
1a2x6bk4wo,立亨網絡服務有限公司,工商顧問服務業,顧問諮詢、技術服務、客戶服務,100人,暫不提供
afcnm08,南台彩藝印刷廠股份有限公司,印刷業,印刷業,120人,7000萬元
1a2x6bjfan,歐博森科技有限公司,電腦軟體服務業,電腦軟體服務業,100人,2000萬元
18kxt2kw,皖美集團_祥安保全股份有限公司,保全樓管相關業,保全樓管相關業,200人,4000萬元
1a2x6blb4h,永達保險經紀人股份有限公司_守郁通訊處(永核字第1090911號),人身保險業,人身保險業,暫不提供,9億8200萬元
1a2x6bl58x,英屬維京群島商慧紡國際貿易有限公司台灣分公司,鞋類╱布類╱服飾品批發業,針織鞋面,暫不提供,暫不提供
131np5io,世林機械有限公司,其他機械製造修配業,機械製造業,暫不提供,暫不提供
10vcwn74,動力安全資訊股份有限公司,電腦系統整合服務業,資訊安全、網路暨系統整合服務,200人,1億2000萬元
1a2x6bkvhu,台灣資料科學股份有限公司,電腦系統整合服務業,數據分析之大型系統整合商,65人,1億2000萬元
1a2x6bi0pc,海瑞摃丸_海瑞食品有限公司,農／畜／水產品零售業,農／畜／水產品零售業,50人,300萬元
1a2x6bl8ku,來錢快股份有限公司,電腦系統整合服務業,電腦系統整合服務,暫不提供,1000萬元
1a2x6bl418,惠筌工程有限公司,空調水機電工程業,空調水機電工程業,15人,200萬元
1a2x6bj0h2,精英人力資源股份有限公司,人力仲介代徵,就業服務、顧問諮詢,暫不提供,3000萬元
1a2x6bi7jh,宇清數位智慧股份有限公司,其他半導體相關業,半導體顧問及系統,28人,2440萬元
5wthkkw,緯創資通股份有限公司,電腦及其週邊設備製造業,資訊通訊產品軟硬體,80000人,277億
aphokuo,漢堡王_家城股份有限公司,其他餐飲業,A21 餐飲服務業,1000人,2億2164萬元
b9056ig,彩得線上娛樂股份有限公司,數位內容產業,數位內容產業,100人,1億4700萬元
1a2x6bl1n1,華捷智能股份有限公司,電腦軟體服務業,人工智慧軟體解決方案服務,暫不提供,暫不提供
eaa9bxs,壯佳果股份有限公司,紙相關製造業,紙容器製造及行銷,180人,1億
12sktyow,國泰世紀產物保險股份有限公司,產物保險業,產物保險業,2000人,32億205萬元
1a2x6bj8hi,峻程科技股份有限公司,醫療器材製造業,醫療器材製造業,50人,3億
1f2r5go,中國衛生材料生產中心股份有限公司,醫療器材製造業,醫藥醫材生化科技業,170人,7680萬元
7amo8y0,匯泰開發股份有限公司,不動產經營業,不動產相關業,20人,3500萬元
1a2x6bl1gq,華儷國際股份有限公司,百貨相關業,百貨相關業,25人,6000萬元
1a2x6bl6pk,浩崴科技有限公司,電腦軟體服務業,電腦軟體服務業,75人,200萬元
1a2x6bl6pk,浩崴科技有限公司,電腦軟體服務業,電腦軟體服務業,75人,200萬元
1a2x6bkdxm,艾思維特股份有限公司,電腦軟體服務業,電腦軟體服務業,20人,500萬元
13vik5kw,逢泰企業股份有限公司,量販流通相關業,冷鏈物流倉儲服務、冷鏈電商服務、百貨量販流通相關及食品代理經銷相關產業,99人,2億6000萬元
kx4d1ww,聖恩護理之家,其他醫療保健服務業,其他醫療保健服務業,20人,暫不提供
b6zzrkg,富霖印刷有限公司,印刷業,印刷業,25人,2000萬元
1a2x6bl7h8,恆興利能源有限公司,其他商品批發業,太陽能開發業、再生能源自用發電設備業、能源技術服務業,暫不提供,暫不提供
gm1o80o,銘享精密企業有限公司,其他金屬相關製造業,專業夾片類製造商，緊固件產品的設計和製造，致力於追求卓越，超越我們客戶的所有期望。,40人,1200萬元
1a2x6bjtks,ShopBack_回饋網股份有限公司,其它軟體及網路相關業,網際網路,暫不提供,暫不提供
amy7e2g,誠品股份有限公司,百貨相關業,零售服務業,1600人,11億2700萬元
13mma4k8,光奭工業股份有限公司,橡膠製品製造業,橡膠製品製造業,100人,暫不提供
1a2x6bjagg,鑫威資訊股份有限公司,電子通訊／電腦週邊零售業,資訊服務業,7人,100萬元
1a2x6bkto5,崴邦國際事業股份有限公司,其他醫療保健服務業,其他醫療保健服務業,20人,1000萬元
111yqkd4,裕富數位資融股份有限公司,汽車及其零件製造業,其他金融及輔助業，機車、重型機車、各項商品分期服務,190人,15億
ak9130w,維閣實業股份有限公司,建材／傢俱批發業,A-1原石石板進出口貿易商,150人,3億6000萬元
ashy31c,駿熠電子科技股份有限公司,其他電子零組件相關業,電子零件相關業,45人,3億3368萬元
1a2x6blbov,戴爾塔國際有限公司,工商顧問服務業,工商顧問服務業,20人,100萬元
ae1q83s,康訊科技股份有限公司,消費性電子產品製造業,汽車電子相關軟硬體產業,70人,2億1000萬元
vlesjzc,新進工業股份有限公司,其他電子零組件相關業,電子相關製造業,350人,1億7850萬元
cxh2y8o,大地環科股份有限公司,其他運輸輔助業,其他運輸輔助業,60人,1000萬元
k40bz00,中國航運股份有限公司,儲配／運輸物流業,儲配／運輸物流業,150人,19億7000萬元
84yc60g,財團法人苗栗縣私立明德教養院,社會福利服務業,政治宗教公益民間團體,18人,150萬元
1a2x6bi7ot,蘋果世界有限公司,電子通訊/電腦週邊批發業,網頁設計、seo關鍵字廣告、PPC關鍵字廣告、FB行銷、各種網路行銷,25人,暫不提供
10s98rx4,技成科技股份有限公司,電腦系統整合服務業,網際網路相關業,90人,2億1816萬元
18iikc80,淳億工程顧問有限公司,環境衛生及污染防治服務業,環境工程顧問業,暫不提供,500萬元
1a2x6bjhmf,好會飛網路股份有限公司,網際網路相關業,電子商務相關產業,65人,6500萬元
1a2x6bir6w,銘正保全股份有限公司,保全樓管相關業,保全樓管相關業,80人,4000萬元
1a2x6bjti4,國立臺中教育大學_測驗統計與適性學習研究中心,大專校院教育事業,大專校院教育事業,暫不提供,暫不提供
1a2x6bkftk,冠融財務顧問有限公司,工商顧問服務業,工商顧問服務,暫不提供,暫不提供
1a2x6binpg,雲端達人科技股份有限公司,電腦軟體服務業,電腦軟體服務業,暫不提供,1000萬元
e635uy8,沛華實業股份有限公司,貨運承攬業,運輸物流倉儲服務業/進出口貨物承攬，安排海空運送及船務代理、貨櫃租賃、航貿週刊發行，海事法律諮詢等,1300人,3500萬元
1303ngy0,藝珂人事顧問股份有限公司,人力仲介代徵,獵才服務、人力派遣與顧問諮詢,暫不提供,3366萬元
1a2x6bj8j7,宮廷遊戲科技有限公司,消費性電子產品製造業,手機遊戲營運發行/網際網路相關業,50人,暫不提供
1a2x6bj89r,169電信_掏寶有限公司,電信相關業,電信通訊電話業,30人,5000萬元
1a2x6bk1cm,奕兆有限公司,電腦軟體服務業,資訊軟體,暫不提供,暫不提供
1a2x6bjwc6,金銳國際專利商標聯合事務所,工商顧問服務業,智慧財產權及法律相關服務,暫不提供,暫不提供
1a2x6bkrpw,碩達系統股份有限公司,電腦軟體服務業,電腦軟體服務業,20人,5188萬元
1a2x6bl1a2,元稜國際有限公司,電腦系統整合服務業,電腦系統整合服務業,暫不提供,暫不提供
13qa53rk,瑞商實業股份有限公司,非金屬家具及裝設品製造業,產銷輕鋼架板材各類建材，石化原料及接著劑銷售、內裝工程承作。,100人,4億2000萬元
84x0h6w,臺中市私立善美真娃得福幼兒園,學前教育事業,學校及文教機構,18人,暫不提供
wcyy300,碩方科技股份有限公司,多媒體相關業,廣播電視製播設備  影音平台 新媒體科技 數位內容 資訊科技 系統研發整合,28人,暫不提供
d8b61xs,杰鼎數位科技股份有限公司,網際網路相關業,網路多媒體及系統規劃,30人,暫不提供
jzkg9r4,財團法人農業工程研究中心,農事及畜牧服務業,農業工程相關之農業水資源、地理資訊系統、水質土壤環境及漁業相關研究,70人,7000萬元
kwsi4bc,華程會計師事務所,會計服務業,會計服務業,暫不提供,暫不提供
1a2x6bk39f,手信坊股份有限公司,糖果點心製造業,糖果點心製造業,150人,暫不提供
1a2x6bjpsc,金上晉科技股份有限公司,金屬表面處理及熱處理業,金屬製造業、表面處理業,900人,2億1500萬元
5bc2t2o,財團法人中興工程顧問社,工商顧問服務業,工程顧問相關技術服務,182人,6億
b5fdxoo,瑪琪實業有限公司,人力派遣服務,人力仲介,暫不提供,500萬元
7q85ntc,億太昇股份有限公司,鋼鐵基本工業,金屬扣件製造業,40人,1億2000萬元
ai0im48,寶迅科技股份有限公司,電腦軟體服務業,電腦系統.機房整合.不斷電系統.視訊會議.網路資安,90人,6700萬元
aeikbjs,力新國際科技股份有限公司,電腦軟體服務業,軟體相關業,130人,5億9094萬元
welqdq8,長傑科技股份有限公司,其他電子零組件相關業,電子業 / 車用電子業,80人,1億5000萬元
150icdbk,鴻運聯邦企業有限公司,環境衛生及污染防治服務業,廢車輛處理,50人,600萬元
75rxrds,大有國際不動產估價師聯合事務所,不動產經營業,不動產估價師事務所,暫不提供,暫不提供
1a2x6bkbn6,昱峰智能大數據科技股份有限公司,電腦軟體服務業,智能大數據科技整體解決方案,27人,5700萬元
15972fg0,鉅眾資產管理顧問股份有限公司,工商顧問服務業,資產管理與資產開發/國際控股、國際金融與投資/酒店管理/水務科技/非營利組織,260人,10億
cuqj6c0,台灣優勢客服科技股份有限公司,電信相關業,電訊郵政油電相關,350人,5000萬元
d1637k0,台灣整合防災工程技術顧問有限公司,土木工程業,工程顧問業,150人,1億
1a2x6bkvyj,晴天家具有限公司,建材╱傢俱批發業,建材╱傢俱批發業,60人,100萬元
g5z0zmw,長益鐵工廠股份有限公司,機車及其零件製造業,汽車/零件製造,30人,2900萬元
7r3pp6w,美寧家電_捷芮國際股份有限公司,綜合商品批發代理業,貿易製造業,35人,2800萬元
150icdbk,鴻運聯邦企業有限公司,環境衛生及污染防治服務業,廢車輛處理,50人,600萬元
1a2x6bk426,視覺力有限公司,專門設計相關業,數位圖像設計,暫不提供,暫不提供
1a2x6bkglz,武藏野の洋菓子_藏野有限公司,綜合商品批發代理業,綜合商品批發代理業,暫不提供,暫不提供
13xykeog,同一書籍裝訂股份有限公司,印刷品裝訂及加工業,裝訂 : 膠裝、穿線膠裝、騎馬釘、環保膠、縮收膜及加工業...等等,85人,2800萬元
jzkg9r4,財團法人農業工程研究中心,農事及畜牧服務業,農業工程相關之農業水資源、地理資訊系統、水質土壤環境及漁業相關研究,70人,7000萬元
7qid6iw,台灣保全股份有限公司,保全樓管相關業,現金貴重物品安全護送服務相關行業,1000人,5億
o8fu6n4,百容電子股份有限公司,其他電子零組件相關業,B01 電子零件相關業,550人,13億4000萬元
wcde0q8,庫力索法股份有限公司,半導體製造業,半導體設備商,64人,暫不提供
10ye10hs,錫安包裝實業有限公司,其他商品批發業,其他商品批發業,65人,3000萬元
at41hao,裕融企業股份有限公司,其他汽機車相關業,新車/中古車分期付款或原車融資；商品分期、設備租賃服務。,600人,40億
1a2x6bjzzd,iloom_台灣怡倫家居股份有限公司,建材╱傢俱零售業,傢俱、家飾商品零售業,60人,7000萬元
1a2x6bjh8l,艾陽科技股份有限公司,其他電子零組件相關業,深度學習(AI)影像辨識及管理方案(硬+軟)研發,23人,3000萬元
1a2x6bjti4,國立臺中教育大學_測驗統計與適性學習研究中心,大專校院教育事業,大專校院教育事業,暫不提供,暫不提供
1a2x6bk7sk,吉力家有限公司,綜合商品批發代理業,綜合商品批發代理業,20人,暫不提供
10xb8hsw,華翰物產實業股份有限公司,綜合商品批發代理業,國際貿易業,500人,2億3320萬元
155a2li8,展晟照明股份有限公司,家庭電器／設備及用品批發業,照明通路業和供應商,230人,1億9300萬元
12w4z4rk,皆豪實業股份有限公司,土木工程業,土木建築鋼構工程,250人,10億9300萬元
111v6ghc,奇禾互動行銷有限公司,廣告行銷公關業,行銷企劃及廣告/資訊,35人,暫不提供
awbqvrs,台灣表面黏著科技股份有限公司,消費性電子產品製造業,全球領先的液晶體顯示屏 (TFT-LCD) 表面貼裝技術 (SMT) 生產方案供應商。,1200人,25億7000萬元
13pi4608,翔名科技股份有限公司,其他半導體相關業,半導體設備及關鍵零組件之製造、買賣、維修及代理業務,310人,4億4萬元
1a2x6bldun,凱翊音樂有限公司,藝文服務業,藝文服務業,暫不提供,暫不提供
1ksivpc,中國人壽保險股份有限公司(總公司),人身保險業,人壽保險業,13539人,347億
at4rfpk,郵船通運股份有限公司,貨運承攬業,陸海空運貨運承攬服務、倉儲物流、報關、船務代理等業務,396人,1億5700萬元
1a2x6bkyd7,台灣密思服務顧問有限公司,工商顧問服務業,工商顧問服務業,暫不提供,暫不提供
1a2x6bl7go,艾文實業有限公司,工商顧問服務業,資訊顧問服務業,暫不提供,100萬元
1a2x6bjjl2,蜂鳥食堂_蜂鳥科技股份有限公司,其它軟體及網路相關業,軟體結合食品製造業,暫不提供,5700萬元
5x6ndog,歐萊德國際股份有限公司,化妝品製造業,零碳美妝,290人,2億350萬元
1a2x6bjeec,泰吉金屬股份有限公司,其他金屬相關製造業,印刷,暫不提供,1億1000萬元
5aj92a0,南港輪胎股份有限公司,橡膠製品製造業,橡膠製品製造業,1400人,83億3934萬元
oq5th68,炫麗鑫有限公司,其他金屬相關製造業,首飾及貴金屬製造銷售,20人,2900萬元
d9rmzhc,生活資產管理股份有限公司,不動產經營業,在生活 你擁有的是雙軌收入～除了每個月的工作報酬外　還能享有被動式的永續收入.... 買賣.投資.信託I代租託管I包租I裝修達人I好幫手生活服務I健康宅清淨對策I 租I換 共享圈 物品租借.交換平台,30人,2000萬元
18tfytrc,中傑鞋業股份有限公司,綜合商品批發代理業,製造業/ 進出口貿易商,18000人,8600萬元
1nzaxk8,佳美貿易股份有限公司,綜合商品批發代理業,進出口貿易商,98人,5億3000萬元
110vg2ao,飛亞旅行社股份有限公司,旅遊服務業,旅遊休閒服務業,30人,1000萬元
1a2x6bj5d3,億豪先鋒網路有限公司,網際網路相關業,網站設計＋網路行銷,暫不提供,暫不提供
110vg2ao,飛亞旅行社股份有限公司,旅遊服務業,旅遊休閒服務業,30人,1000萬元
10x9elw0,E.WA_藝瓦空間設計有限公司,室內設計業,室內設計業,12人,暫不提供
vvh5kco,全一電子股份有限公司,其他電子零組件相關業,電子零件相關業,200人,6億3375萬元
1a2x6bim2s,志邦國際開發有限公司,其他相關製造業,其他相關製造業,14人,暫不提供
1a2x6bi83v,廿一世紀資融股份有限公司,其他金融及輔助業,與全台超過6000家特約商店合作提供消費者購買機車新車、中古機車、部品、大型重機免信用卡分期付款服務,46人,1億
1a2x6bi8ui,佳瑩電器_佳瑩科技有限公司,家庭電器╱設備及用品批發業,家庭電器╱設備及用品批發業,20人,1000萬元
7r3pp6w,美寧家電_捷芮國際股份有限公司,綜合商品批發代理業,貿易製造業,35人,2800萬元
aki26q8,漢龍資訊科技股份有限公司,網際網路相關業,B22 網際網路相關業,60人,1億2300萬元
polykxs,元貝實業股份有限公司,專用生產機械製造修配業,製造業,90人,1600萬元
15bfetzk,晉瑜企業股份有限公司,水泥及水泥製品製造業,營建水泥相關業,200人,10億
1a2x6bk360,新格瑪健身會館_成億健康事業有限公司,運動服務業,運動服務,暫不提供,暫不提供
dccpdog,安美得生醫股份有限公司,藥品／化妝品及清潔用品零售業,醫療器材及相關產品之研發、生產、銷售,140人,3億
1a2x6bl9l4,STARWIN TRADING L.L.C,其它軟體及網路相關業,其它軟體及網路相關業,60人,1000萬元
13iqsaao,全科科技股份有限公司,其他電子零組件相關業,電子零件業 / 半導體業 / 高科技通訊元件供應商,230人,17億
1a2x6biu3p,新北市幼教從業人員職業工會,其他組織,學前教育事業,2人,暫不提供
2a5ju40,凌群電腦股份有限公司,電腦系統整合服務業,資訊服務業,1000人,10億
10sgxivs,鍵盛工程有限公司,空調水機電工程業,水電.消防.空調.弱電工程業,30人,3000萬元
1a2x6bl8ux,海翔國際物流股份有限公司,儲配╱運輸物流業,海空運輸物流服務業,暫不提供,750萬元
